bloomberg_name	lps_deal_no	intex_group	lps_pool_id	tranche_count
SASC 2005-S6	S5S6A	0	SN9	14
SASC 2005-S7	S5S07	0		12
SASC 2005-SC1	S5SC1	0	940	9
SASC 2005-WF1	S5S1A	0	SKB	14
SASC 2005-WF2	S5WF2	0	SNX	14
SASC 2005-WF3	S5WF3	0	31S	14
SASC 2005-WF4	S5WF4	1	0DI	12
SASC 2005-WF4	S5WF4	2	0DJ	14
SASC 2005-WMC1	S5W01	0	SK6	10
SASC 2006-3H	S603H	1	SPZ	11
SASC 2006-3H	S603H	2	SP0	8
SASC 2006-AM1	S6AM1	1	AA8	12
SASC 2006-AM1	S6AM1	2	AA9	15
SASC 2006-BC1	S6BC1	1	AAS	13
SASC 2006-BC1	S6BC1	2	AAT	13
SASC 2006-BC1	S6BC1	3	AAU	16
SASC 2006-BC2	S6BC2	1	AL8	12
SASC 2006-BC2	S6BC2	2	AL9	14
SASC 2006-BC3	S6BC3	1	AOY	12
SASC 2006-BC3	S6BC3	2	AOZ	14
SASC 2006-BC4	S6BC4	1	0TL	11
SASC 2006-BC4	S6BC4	2	0TM	14
SASC 2006-BC5	S6BC5	1	01B	11
SASC 2006-BC5	S6BC5	2	01C	14
SASC 2006-BC6	S6BC6	1	3KU	11
SASC 2006-BC6	S6BC6	2	5TS	14
SASC 2006-EQ1A	SA6Q1	1	942	14
SASC 2006-EQ1A	SA6Q1	2	943	17
SASC 2006-GEL1	SC6G1	0	608	7
SASC 2006-GEL2	SC6G2	0	609	10
SASC 2006-GEL3	SC6G3	0	610	12
SASC 2006-GEL4	SC6G4	0	611	13
SASC 2006-NC1	S6N01	1	SP9	13
SASC 2006-NC1	S6N01	2	ST9	16
SASC 2006-OPT1	S6OP1	1	0O5	11
SASC 2006-OPT1	S6OP1	2	0O6	13
SASC 2006-OW1	S6OW1	1	944	1
SASC 2006-OW1	S6OW1	2	945	4
SASC 2006-S1	S6S01	0	SPY	10
SASC 2006-S2	S6S02	0	SR0	16
SASC 2006-S3	S6S03	0	SSG	13
SASC 2006-S4	S6S04	0	WDD	12
SASC 2006-W1A	S06W1	1	946	12
SASC 2006-W1A	S06W1	2	947	15
SASC 2006-WF1	S6WF1	1	AA6	10
SASC 2006-WF1	S6WF1	2	AA7	13
SASC 2006-WF2	S6WF2	0	ABG	14
SASC 2006-WF3	S6WF3	1	ST3	13
SASC 2006-WF3	S6WF3	2	ST4	14
SASC 2006-ZA	S06Z0	1	948	1
SASC 2006-ZA	S06Z0	2	949	1
SASC 2007-BC1	S7BC1	1	0UD	13
SASC 2007-BC1	S7BC1	2	0UE	15
SASC 2007-BC2	S7BC2	1	LCX	12
SASC 2007-BC2	S7BC2	2	LCY	15
SASC 2007-BC3	S7BC3	1	537	15
SASC 2007-BC3	S7BC3	2	538	15
SASC 2007-BC4	S7BC4	1	1AK	14
SASC 2007-BC4	S7BC4	2	1AL	14
SASC 2007-BNC1	S7BN1	1	1GD	14
SASC 2007-BNC1	S7BN1	2	1GE	14
SASC 2007-EQ1	S7EQ1	1	472	12
SASC 2007-EQ1	S7EQ1	2	473	15
SASC 2007-GEL1	SC7G1	0	612	13
SASC 2007-OSI	S7OS1	1	539	13
SASC 2007-OSI	S7OS1	2	540	16
SASC 2007-SC1	S7SC1	0		16
SASC 2007-WF1	S7WF1	1	0BE	14
SASC 2007-WF1	S7WF1	2	0BF	16
SASC 2007-WF2	S7WF2	1	988	12
SASC 2007-WF2	S7WF2	2	989	14
SASI 1993-1	S3-01	0		7
SASI 1993-2	S3-02	0		19
SASI 1993-3	S3-03	0		14
SASI 1993-4	S3-04	0		5
SASI 1993-5	S3-05	0	S0D	4
SASI 1993-6	S3-06	0		5
SASI 1993-7	S3-07	0		19
SASI 1993-8	S3-08	0		9
SASI 1993-9	S3-09	0		8
SASI 1994-1	S4-01	0		10
SASI 1994-2	S4-02	0		3
SASI 1994-3	S4-03	0		6
SASI 1994-4	S4-04	0		7
SASI 1994-5	S4-05	0		15
SASI 1994-A	S94-A	0		10
SASI 1995-1	S5-01	0		13
SASI 1995-2	S5002	0		2
SASI 1995-3	S5-03	0		19
SASI 1995-4	S5-04	0		19
SASI 1995-5	S5-05	0		16
SASI 1995-6	S5-06	0		14
SASI 1995-7	S5-07	0		16
SAST 1996-1	SAX61	0		3
SAST 1996-2	SAX62	0		6
SAST 1997-1	SAX71	0		12
SAST 1997-2	SAX72	0		14
SAST 1997-3	SAX73	0		14
SAST 1998-1	SAX81	0		18
SAST 1998-2	SAX82	0		18
SAST 1998-3	SAX83	0		15
SAST 1998-4	SAX84	0		13
SAST 1999-1	SAX91	0		13
SAST 1999-2	SAX92	1	SXJ	10
SAST 1999-3	SAX93	1	SXL	10
SAST 1999-3	SAX93	2	SXM	6
SAST 1999-4	SAX94	0		4
SAST 1999-5	SAX95	0	SXO	4
SAST 2000-1	SAX01	1	SXP	10
SAST 2000-1	SAX01	2	SXQ	5
SAST 2000-2	SAX02	1	SXR	11
SAST 2000-2	SAX02	2	SXS	5
SAST 2000-3	SAX03	1	SAA	10
SAST 2000-3	SAX03	2A	SAC	6
SAST 2000-4	SAX04	1	SOA	10
SAST 2000-4	SAX04	2	SOB	5
SAST 2001-1	SAX11	1	SOC	9
SAST 2001-1	SAX11	2	SOD	4
SAST 2001-2	SAX12	1	SOE	11
SAST 2001-2	SAX12	2A	SOF	7
SAST 2001-2	SAX12	2B	SOG	5
SAST 2001-3	SAX13	1	SOH	6
SAST 2002-1	SAX21	1	SOT	11
SAST 2002-1	SAX21	2	SOU	7
SAST 2002-1	SAX21	3	SOV	7
SAST 2002-2	SAX22	1	TD1	7
SAST 2002-2	SAX22	2	TD2	2
SAST 2002-3	SAX23	1	TD3	6
SAST 2002-3	SAX23	2	TD4	1
SAST 2003-1	SAX31	1	TD5	12
SAST 2003-1	SAX31	2	TD6	8
SAST 2003-1	SAX31	3	TD7	8
SAST 2003-2	SAX32	1	TD8	11
SAST 2003-2	SAX32	2	TD9	7
SAST 2003-2	SAX32	3	TDA	7
SAST 2003-3	SAX33	1	TDB	12
SAST 2003-3	SAX33	2	TDC	7
SAST 2003-3	SAX33	3	TDD	7
SAST 2004-1	SAX41	0	TDE	9
SAST 2004-2	SAX42	1	TDF	11
SAST 2004-2	SAX42	2A	TDG	8
SAST 2004-2	SAX42	2B	TDH	1
SAST 2004-3	SAX43	1	TDI	13
SAST 2004-3	SAX43	2	TDJ	13
SAST 2005-1	SAX51	0	TDK	14
SAST 2005-2	SAX52	1	TDL	11
SAST 2005-2	SAX52	2	TDM	13
SAST 2005-3	SAX53	1	TDN	11
SAST 2005-3	SAX53	2	TDO	14
SAST 2005-4	SAX54	1	TDP	11
SAST 2005-4	SAX54	2	TDQ	13
SAST 2006-1	SA061	1	TDR	9
SAST 2006-1	SA061	2	TDS	12
SAST 2006-2	SA062	1	TDT	11
SAST 2006-2	SA062	2	TDU	11
SAST 2006-2	SA062	3	TDV	14
SAST 2006-3	SA063	0	TDW	14
SAST 2007-1	SA071	1	TDX	10
SAST 2007-1	SA071	2	TDY	13
SAST 2007-2	SA072	1	389	10
SAST 2007-2	SA072	2	390	13
SAST 2007-3	SA073	1	930	10
SAST 2007-3	SA073	2	931	13
SBIHE 2005-HE1		0		1
SBIHE 2006-1A		0		11
SBM7 1992-1	SB201	0		2
SBM7 1992-2	SB202	0		4
SBM7 1992-3	SB203	0		10
SBM7 1992-4	SB204	0		8
SBM7 1992-5	SB205	0		6
SBM7 1992-6	SB206	NULL	SBV	3
SBM7 1992-7	SB207	0		12
SBM7 1993-1	SB301	0	SBZ	19
SBM7 1993-2	SB302	0		14
SBM7 1993-3	SB303	0		17
SBM7 1993-4	SB304	0		6
SBM7 1993-5	SB305	0		9
SBM7 1993-6A	SB3-6	0		9
SBM7 1993-7	SB307	0	SBW	1
SBM7 1993-8	SB308	0		3
SBM7 1993-9	SB309	0	SZ0	10
SBM7 1994-1	SB401	0	SBU	8
SBM7 1994-11	SB411	0	SBJ	5
SBM7 1994-12	SB412	0		3
SBM7 1994-13	SB413	0		3
SBM7 1994-16	SB416	0		3
SBM7 1994-17	SB417	0		2
SBM7 1994-18	SB418	0		10
SBM7 1994-19	SB419	0	SBR	2
SBM7 1994-2	SB402	0		4
SBM7 1994-20	SB420	0	SBS	1
SBM7 1994-3	SB403	0	SBA	6
SBM7 1994-4A	SB404	0		10
SBM7 1994-5	SB405	0	SBD	6
SBM7 1994-6	SB406	0		9
SBM7 1994-7	SB407	0		3
SBM7 1994-8	SB408	0		3
SBM7 1994-9	SB4-9	0		10
SBM7 1995-1	SB501	0		8
SBM7 1996-2	SB602	0		13
SBM7 1996-AFF1	SB6A1	0		1
SBM7 1996-LB2	SBLB2	0		13
SBM7 1996-LB3	SB6B3	0		3
SBM7 1997-AQ1	SB7A1	0		7
SBM7 1997-AQ2	SB7A2	0		7
SBM7 1997-LB1	SB7B1	0		3
SBM7 1997-LB2	SB7B2	0		15
SBM7 1997-LB3	SB7B3	0		7
SBM7 1997-LB4	SB7B4	0	S94	7
SBM7 1997-LB5	SB7B5	0	S95	7
SBM7 1997-LB6	SB7B6	0	S96	12
SBM7 1998-AQ1	SB8A1	0	SEB	12
SBM7 1998-NC4	NC984	0	NE9	5
SBM7 1998-NC5	NC985	0		4
SBM7 1998-NC7	NC987	0	NEC	10
SBM7 1998-OPT1	S9OPT	0	SWK	14
SBM7 1999-2	S9921	0		15
SBM7 1999-3	SB903	0		4
SBM7 1999-AQ1	SB9A1	0		4
SBM7 1999-AQ2	SB9A2	0		5
SBM7 1999-LB1	SB9L1	0		4
SBM7 1999-NC1	NC991	0		5
SBM7 1999-NC2	NC992	0		4
SBM7 1999-NC4	NC994	0		4
SBM7 1999-NC5	NC995	0		4
SBM7 2000-1	SB001	0	CUQ	7
SBM7 2000-BOA1	SBB01	0	BOI	5
SBM7 2000-LB1	SB0L1	0		4
SBM7 2001-CPB1	S1CP1	0	SXW	4
SBM7 2001-UP1	UP101	0		4
SBM7 2001-UP2	UP102	1	UP7	2
SBM7 2001-UP2	UP102	2	UP0	1
SBM7 2002-CIT1	SB2C1	0	SHE	6
SBM7 2002-WMC1	SBW21	0	SHD	5
SBM7 2002-WMC2	SBW22	1	DY6	1
SBM7 2002-WMC2	SBW22	2	DY7	6
SBM7 2003-HE1	CG3H1	0	ZCB	8
SBM7 2003-HYB1	CG3Y1	0	ZCC	7
SBM7 2003-NBC1	SNBC1	1	USC	1
SBM7 2003-NBC1	SNBC1	2	USD	1
SBM7 2003-NBC1	SNBC1	3	USE	1
SBM7 2003-NBC1	SNBC1	4	USF	1
SBM7 2003-NBC1	SNBC1	5	USG	1
SBM7 2003-UP2	CG302	1	ZC0	10
SBM7 2003-UP2	CG302	2	ZCA	13
SEMT 1	SQMT1	0		2
SEMT 10	SQMTA	1	SQE	11
SEMT 10	SQMTA	2	SQF	10
SEMT 11	SQMTB	0	SQG	8
SEMT 12	SQMTC	0		7
SEMT 2	SQMT2	0		2
SEMT 2003-1	SQ301	1	SQI	8
SEMT 2003-1	SQ301	2	SQJ	6
SEMT 2003-2	SQ302	1	SQK	3
SEMT 2003-2	SQ302	2	SQL	3
SEMT 2003-3	SQ303	1	SQM	11
SEMT 2003-3	SQ303	2	SQN	9
SEMT 2003-4	SQ304	1	SQO	6
SEMT 2003-4	SQ304	1	SQP	6
SEMT 2003-4	SQ304	1A	SQO	5
SEMT 2003-4	SQ304	1B	SQP	3
SEMT 2003-4	SQ304	2	SQQ	12
SEMT 2003-5	SQ305	1	SQR	11
SEMT 2003-5	SQ305	2	SQS	9
SEMT 2003-6	SQ306	0		12
SEMT 2003-7	SQ307	0		9
SEMT 2003-8	SQ308	1	SQX	9
SEMT 2003-8	SQ308	2	SQY	10
SEMT 2004-1	SQ401	0	SQZ	11
SEMT 2004-10	SQ410	1	SRS	12
SEMT 2004-10	SQ410	2	SRT	11
SEMT 2004-11	SQ411	1	SRU	9
SEMT 2004-11	SQ411	"1,2"	SRU	1
SEMT 2004-11	SQ411	2	SRV	9
SEMT 2004-11	SQ411	3	SRW	9
SEMT 2004-12	SQ412	1	SRX	9
SEMT 2004-12	SQ412	"1,2"	SRX	1
SEMT 2004-12	SQ412	2	SRY	11
SEMT 2004-2	SQ402	0		11
SEMT 2004-3	SQ403	0	SQ1	5
SEMT 2004-3	SQ403	NULL	SQ1	1
SEMT 2004-4	SQ404	0	SQ2	11
SEMT 2004-5	SQ405	1	SRF	8
SEMT 2004-5	SQ405	2	SRG	10
SEMT 2004-6	SQ406	1	SRI	9
SEMT 2004-6	SQ406	2	SRJ	9
SEMT 2004-6	SQ406	3	SRK	10
SEMT 2004-7	SQ407	1	SRL	9
SEMT 2004-7	SQ407	2	SRM	8
SEMT 2004-7	SQ407	"2,3"	SRM	1
SEMT 2004-7	SQ407	3	SRN	10
SEMT 2004-8	SQ408	1	SRO	10
SEMT 2004-8	SQ408	2	SRP	9
SEMT 2004-9	SQ409	1	SRQ	10
SEMT 2004-9	SQ409	2	SRR	9
SEMT 2005-1	SQ501	1	FJA	10
SEMT 2005-1	SQ501	2	FJB	9
SEMT 2005-2	SQ502	1	FJC	10
SEMT 2005-2	SQ502	2	FJD	9
SEMT 2005-3	SQ503	0	FJE	10
SEMT 2005-4	SQ504	1	FJF	11
SEMT 2005-4	SQ504	2	FJG	9
SEMT 2006-1	SQ061	1	0RU	10
SEMT 2006-1	SQ061	2	0RV	8
SEMT 2006-1	SQ061	3	0RW	8
SEMT 2007-1	SQ071	1	149	9
SEMT 2007-1	SQ071	2	150	8
SEMT 2007-1	SQ071	3	155	8
SEMT 2007-1	SQ071	4	156	8
SEMT 2007-1	SQ071	5	157	8
SEMT 2007-2	SQ072	1	505	13
SEMT 2007-2	SQ072	2	506	8
SEMT 2007-2	SQ072	3	507	7
SEMT 2007-3	SQ073	1	849	12
SEMT 2007-3	SQ073	2	850	10
SEMT 2007-3	SQ073	3	851	9
SEMT 2007-3	SQ073	4	852	9
SEMT 2007-4	SQ074	1	626	10
SEMT 2007-4	SQ074	2	656	8
SEMT 2007-4	SQ074	3	657	8
SEMT 2007-4	SQ074	4	658	8
SEMT 2007-4	SQ074	5	659	8
SEMT 2010-H1	SQ101	0	12F	8
SEMT 3	SQMT3	0		17
SEMT 4	SQMT4	0	SQ4	1
SEMT 5	SQMT5	0	SQ6	9
SEMT 6	SQMT6	0	SQ7	5
SEMT 7	SQMT7	0		7
SEMT 8	SQMT8	0		12
SEMT 9	SQMT9	1	SQC	7
SEMT 9	SQMT9	2	SQD	5
SGMS 2005-OPT1	SG5O1	0	0DK	16
SGMS 2006-FRE1	SG6F1	1	7DK	14
SGMS 2006-FRE1	SG6F1	2	8DK	15
SGMS 2006-FRE2	SG6F2	1	8DL	12
SGMS 2006-FRE2	SG6F2	2	8DM	15
SGMS 2006-OPT2	SG6O1	1	Z5V	12
SGMS 2006-OPT2	SG6O1	2	5DV	12
SGMS 2006-OPT2	SG6O1	3	M4G	15
SGMS 2007-NC1	SG7N1	0	1Z4	12
SGMS 2007-NC1	SG7N1	0	1Z5	12
SGMSN 2005-OPT1		0		4
SGMSN 2006-FRE2		0		3
SHOME 2004-1A		0		5
SHOME 2005-1A		0		11
SHOME 2005-2A		0		17
SHOME 2006-1A		0		10
SMART 1991-1	SM101	0	D05	1
SMART 1991-2	SM102	0		13
SMART 1991-3	SM103	0		13
SMART 1991-4	SM104	0		15
SMART 1991-5	SM105	0	D09	12
SMART 1991-6	SM106	0		14
SMART 1991-7	SM107	NULL	D11	16
SMART 1991-8	SM108	0	D12	9
SMART 1992-10A	SM210	0		16
SMART 1992-11A	SM211	0		18
SMART 1992-12A	SM212	0		13
SMART 1992-1A	SM201	0		22
SMART 1992-2	SM202	0	D15	12
SMART 1992-2	SM202	NULL	D15	1
SMART 1992-3A	SM203	0		13
SMART 1992-4A	SM204	0		18
SMART 1992-5A	SM205	0		34
SMART 1992-6A	SM206	0		29
SMART 1992-7A	SM207	0		16
SMART 1992-8	SM208	0	D26	12
SMART 1992-9A	SM209	0		18
SMART 1993-1A	SM301	0		14
SMART 1993-2A	SM302	0		27
SMART 1993-3A	SM303	0		19
SMART 1993-4	SM304	0	D42	10
SMART 1993-5A	SM305	0		17
SMART 1993-6A	SM306	0		15
SMS 1990-6	S90-6	0		2
SMS 1990-A	S90-A	0		6
SMS 1990-B	S90-B	0		11
SMS 1990-C	S90-C	0		9
SMS 1990-E	S90-E	0		7
SMS 1991-A	S91-A	0		1
SMS 1991-B	S91-B	0		7
SMS 1991-C	S91-C	0		1
SMS 1991-D	S91-D	0		1
SMS 1991-E	S91-E	0		7
SMS 1991-F	S91-F	0		9
SMS 1991-G	S91-G	0		6
SMS 1991-H	S91-H	0		3
SMS 1991-I	S91-I	0		3
SMS 1991-J	S91-J	0		2
SMS 1991-K	S91-K	0		4
SMS 1991-L	S91-L	0		8
SMS 1991-MA	S91-M	0		7
SMS 1991-N	S91-N	0		6
SMS 1992-10	S9210	0		15
SMS 1992-11A	S9211	0		4
SMS 1992-12A	S9212	0		5
SMS 1992-13	S9213	0		11
SMS 1992-14	S9214	0		10
SMS 1992-15A	S9215	0		3
SMS 1992-16A	S9216	0		4
SMS 1992-17	S9217	0		2
SMS 1992-18A	S9218	0		4
SMS 1992-19	S9219	0		14
SMS 1992-1A	S92-1	0		4
SMS 1992-20	S9220	0		3
SMS 1992-21A	S9221	0		4
SMS 1992-22	S9222	0		1
SMS 1992-23A	S9223	0		4
SMS 1992-2A	S92-2	0		2
SMS 1992-3	S92-3	0		17
SMS 1992-4	S92-4	0		1
SMS 1992-5	S92-5	0		9
SMS 1992-6	S92-6	0		11
SMS 1992-7	S92-7	0		9
SMS 1992-8A	S92-8	0		6
SMS 1992-9	S92-9	0		1
SMS 1993-1	S93-1	0		13
SMS 1993-10	S9310	0		2
SMS 1993-11	S9311	0		6
SMS 1993-2	S93-2	0		1
SMS 1993-3	S93-3	0		9
SMS 1993-4	S93-4	0		1
SMS 1993-5A	S93-5	0		5
SMS 1993-6	S93-6	0		11
SMS 1993-7	S93-7	0		18
SMS 1993-8	S93-8	0		2
SMS 1993-9	S93-9	0		16
SMSC 1992-1	SX2-1	0		4
SMSC 1992-2	SX2-2	0	RXE	2
SMSC 1992-3	SX2-3	0	RXF	2
SMSC 1992-4	SX2-4	0	XCN	2
SMSC 1992-6	SX2-6	0	RY4	2
SMSC 1993-1	SX3-1	0		4
SMSC 1993-10	SX310	0		9
SMSC 1993-11	SX311	0		2
SMSC 1993-2	SX3-2	0		16
SMSC 1993-3	SX3-3	0		4
SMSC 1993-4	SX3-4	0		4
SMSC 1993-5	SX3-5	0		4
SMSC 1993-6	SX3-6	0		2
SMSC 1993-7	SX3-7	0		2
SMSC 1993-8	SX3-8	0		16
SMSC 1993-9	SX3-9	0		4
SMSC 1994-1	SX401	0		2
SMSC 1994-10	SX410	0		10
SMSC 1994-11	SX411	0		1
SMSC 1994-12	SX412	0		2
SMSC 1994-2	SX402	0	S64	18
SMSC 1994-3	SX403	0		8
SMSC 1994-4A	SX404	0		30
SMSC 1994-5	SX405	0		5
SMSC 1994-6	SX406	0		5
SMSC 1994-7	SX407	0		4
SMSC 1994-8	SX408	0		9
SMSC 1994-9A	SX409	0		17
SMSC 1995-1A	SX501	0		4
SPSAC 1997-4	SP974	0		7
SPSAC 1998-1	SP981	1	PPQ	4
SPSAC 1998-1	SP981	2	PPP	3
SPSAC 1998-2	SP982	1	PPR	2
SPSAC 1998-2	SP982	2	PPS	6
SQALT 2006-1	SQ601	0	0JO	11
SRFC 2007-2A		0		2
STACS 2007-1	SUN71	0	474	5
STALT 2005-1F	SUN1F	1	0H9	17
STALT 2005-1F	SUN1F	2	0HA	15
STALT 2005-1F	SUN1F	"2,3,4"	0HA	1
STALT 2005-1F	SUN1F	3	0HB	9
STALT 2005-1F	SUN1F	4	0HC	9
STALT 2006-1F	SUN61	0	0PQ	16
STARM 2007-1	ST071	1	N3E	10
STARM 2007-1	ST071	2	N3F	8
STARM 2007-1	ST071	3	N3G	9
STARM 2007-2	ST072	1	158	10
STARM 2007-2	ST072	2	159	8
STARM 2007-2	ST072	3	160	10
STARM 2007-2	ST072	4	204	8
STARM 2007-2	ST072	5	205	8
STARM 2007-3	ST073	1	2CD	5
STARM 2007-3	ST073	1	2CF	6
STARM 2007-3	ST073	1	2CE	3
STARM 2007-3	ST073	2	2CE	4
STARM 2007-3	ST073	2	2CG	9
STARM 2007-3	ST073	2	2CF	2
STARM 2007-3	ST073	2	2CD	3
STARM 2007-3	ST073	5	2CE	1
STARM 2007-4	ST074	1	0FW	11
STARM 2007-4	ST074	2	0VT	11
STARM 2007-4	ST074	3	0VU	9
STARM 2007-4	ST074	4	0VV	9
STARM 2007-S1	ST7S1	1	857	9
STARM 2007-S1	ST7S1	2	858	8
STARM 2007-S1	ST7S1	3	859	8
STARM 2007-S1	ST7S1	4	860	8
STARM 2007-S1	ST7S1	5	861	8
STMT 1997-1		0		4
SURF 2003-BC1	SR3B1	0	MXU	7
SURF 2003-BC1	SR3B1	NULL	MXU	2
SURF 2003-BC2	SR3B2	0	MY0	9
SURF 2003-BC3	SR3B3	0	MYG	11
SURF 2003-BC4	SR3B4	1	MYU	8
SURF 2003-BC4	SR3B4	2	MYV	7
SURF 2003-BC4	SR3B4	3	MYW	8
SURF 2004-AA1	SR4A1	1	MYZ	10
SURF 2004-AA1	SR4A1	2	MZM	11
SURF 2004-BC1	SR4B1	1	MZ6	11
SURF 2004-BC1	SR4B1	2	MZ7	9
SURF 2004-BC2	SR4B2	1	M0A	9
SURF 2004-BC2	SR4B2	2	M0B	8
SURF 2004-BC3	SR4B3	1	M2G	11
SURF 2004-BC3	SR4B3	2	M2H	11
SURF 2004-BC4	SR4B4	1	M2I	11
SURF 2004-BC4	SR4B4	2	M2J	11
SURF 2005-AB1	SR5A1	0	M2N	13
SURF 2005-AB2	SR5A2	0	M3J	13
SURF 2005-AB3	SR5A3	1	M3Q	10
SURF 2005-AB3	SR5A3	2	M3R	11
SURF 2005-BC1	SR5B1	0	M2K	13
SURF 2005-BC2	SR5B2	1	M2O	12
SURF 2005-BC2	SR5B2	2	M2P	13
SURF 2005-BC3	SR5B3	1	M3K	15
SURF 2005-BC3	SR5B3	2	M3L	16
SURF 2005-BC4	SR5B4	1	M3S	10
SURF 2005-BC4	SR5B4	2	M3T	11
SURF 2006-AB1	SR6A1	0	M3W	14
SURF 2006-AB2	SR6A2	1	M4C	13
SURF 2006-AB2	SR6A2	2	M4D	15
SURF 2006-AB3	SR6A3	1	M4E	12
SURF 2006-AB3	SR6A3	2	M4F	13
SURF 2006-BC1	SR6B1	1	M3X	14
SURF 2006-BC1	SR6B1	2	M3Y	16
SURF 2006-BC2	SR6B2	1	M4A	10
SURF 2006-BC2	SR6B2	2	M4B	12
SURF 2006-BC3	SR6B3	1	M5B	11
SURF 2006-BC3	SR6B3	2	M5C	13
SURF 2006-BC4	SR6B4	1	M5D	11
SURF 2006-BC4	SR6B4	2	M5E	13
SURF 2006-BC5	SR6B5	1	M5F	11
SURF 2006-BC5	SR6B5	2	M5G	14
SURF 2007-AB1	SR7A1	1	257	13
SURF 2007-AB1	SR7A1	2	258	15
SURF 2007-BC1	SR7B1	1	M5H	13
SURF 2007-BC1	SR7B1	2	M6H	15
SURF 2007-BC2	SR7B2	1	350	13
SURF 2007-BC2	SR7B2	2	351	15
SVHE 2000-1	SV001	0		5
SVHE 2001-1	SV011	0	FAW	5
SVHE 2003-1	SV031	0	SV4	9
SVHE 2003-2	SV302	0	SNB	10
SVHE 2004-1	SV401	0	SNA	15
SVHE 2004-WMC1	S4WC1	1	SNC	12
SVHE 2004-WMC1	S4WC1	2	SND	13
SVHE 2005-1	SV501	1	SNE	14
SVHE 2005-1	SV501	2	SNF	15
SVHE 2005-2	SV502	0	SNY	18
SVHE 2005-3	SV503	1	SO7	14
SVHE 2005-3	SV503	2	SO8	15
SVHE 2005-4	SV504	1	GO5	13
SVHE 2005-4	SV504	2	GO6	16
SVHE 2005-A	SV05A	0	SNZ	17
SVHE 2005-B	SV05B	0	MU1	17
SVHE 2005-CTX1	SV5C1	0	MUP	18
SVHE 2005-DO1	SV5D1	1	SNG	14
SVHE 2005-DO1	SV5D1	2	SNH	17
SVHE 2005-OPT1	SV5P1	1	SNI	11
SVHE 2005-OPT1	SV5P1	2	SNJ	14
SVHE 2005-OPT2	SV5P2	1	GLN	10
SVHE 2005-OPT2	SV5P2	2	GLO	14
SVHE 2005-OPT3	SV5P3	1	SPS	13
SVHE 2005-OPT3	SV5P3	2	SPT	16
SVHE 2005-OPT4	SV5P4	1	0DL	13
SVHE 2005-OPT4	SV5P4	2	0DM	15
SVHE 2006-1	SV601	0	1CA	20
SVHE 2006-2	SV602	0	1CF	21
SVHE 2006-3	SV603	0	1CN	18
SVHE 2006-A	SV60A	0	1CB	20
SVHE 2006-EQ1	S6EQ1	0	1CP	15
SVHE 2006-EQ2	SVE01	0	N3B	18
SVHE 2006-OPT1	SV6P1	1	1CD	12
SVHE 2006-OPT1	SV6P1	2	1CE	15
SVHE 2006-OPT2	SV6P2	0	1CG	15
SVHE 2006-OPT3	SV6P3	1	1CL	12
SVHE 2006-OPT3	SV6P3	2	1CM	15
SVHE 2006-OPT4	SV6P4	1	1CH	10
SVHE 2006-OPT4	SV6P4	2	1CI	13
SVHE 2006-OPT5	SV6P5	1	1CJ	13
SVHE 2006-OPT5	SV6P5	2	1CK	16
SVHE 2006-WF1	SV6W1	0	1CO	19
SVHE 2006-WF2	SV6W2	0	3EY	18
SVHE 2007-1	SV701	1	N3C	16
SVHE 2007-1	SV701	2	N3D	19
SVHE 2007-NS1	SV7N1	0	DRW	18
SVHE 2007-OP2	SV7O2	1	775	16
SVHE 2007-OP2	SV7O2	2	776	19
SVHE 2007-OP3	SV7O3	1	777	15
SVHE 2007-OP3	SV7O3	2	778	18
SVHE 2007-OPT1	SV7O1	1	400	12
SVHE 2007-OPT1	SV7O1	2	401	15
SVHE 2007-OPT4	SV7O4	1	0ZI	14
SVHE 2007-OPT4	SV7O4	2	0ZJ	16
SVHE 2007-OPT5	SV7O5	1	11T	17
SVHE 2007-OPT5	SV7O5	2	11U	19
SVHE 2007-WMC1	SV7W2	1	DRX	13
SVHE 2007-WMC1	SV7W2	2	DRY	13
SVHE 2007-WMC1	SV7W2	3	DRZ	16
SVOVM 2005-AA		0		4
TBW 2006-1	TBW61	1	AAJ	13
TBW 2006-1	TBW61	"1,2"	AAJ	2
TBW 2006-1	TBW61	2	AAK	9
TBW 2006-1	TBW61	3	AAL	8
TBW 2006-1	TBW61	"3,4,5,6,7"	AAL	2
TBW 2006-1	TBW61	4	AAM	8
TBW 2006-1	TBW61	5	AAN	9
TBW 2006-1	TBW61	6	AAO	8
TBW 2006-1	TBW61	7	AAP	8
TBW 2006-2	TBW62	1	0OW	12
TBW 2006-2	TBW62	"1,2"	0OW	1
TBW 2006-2	TBW62	"1,4"	0OW	1
TBW 2006-2	TBW62	2	0OX	8
TBW 2006-2	TBW62	3	0OY	9
TBW 2006-2	TBW62	4	0OZ	8
TBW 2006-2	TBW62	"4,5,6,7,8"	0OZ	1
TBW 2006-2	TBW62	5	0O0	8
TBW 2006-2	TBW62	6	0O1	8
TBW 2006-2	TBW62	7	0O2	9
TBW 2006-2	TBW62	8	0O3	8
TBW 2006-3	TBW63	0	0QY	12
TBW 2006-3	TBW63	NULL	0QY	10
TBW 2006-4	TBW64	0	0RT	15
TBW 2006-5	TBW65	0	0S9	18
TBW 2006-6	TBW66	0	73Y	21
TBW 2007-1	TBW71	0	73Z	21
TBW 2007-2	TBW72	0	550	20
TMFI 1997-1	TRY71	0		20
TMSHE 1998-C		0		3
TMST 2002-2	THN22	0		11
